age,income,employment_type,credit_history_bad,prev_loans,loan_amount,loan_term_days,region,education,default
55.0,17339.0,пенсионер,1.0,1.0,8040,30,НСК,среднее_специальное,0
52.0,5000.0,студент,1.0,3.0,1374,14,НСК,среднее_специальное,1
62.0,25987.0,наемный,0.0,1.0,3931,30,Москва,неоконченное,0
33.0,24095.0,наемный,0.0,1.0,11315,7,СПб,среднее,0
25.0,42971.0,наемный,0.0,2.0,14634,7,НСК,высшее,0
64.0,49385.0,наемный,0.0,0.0,16910,21,ЕКБ,среднее,0
34.0,23710.0,безработный,1.0,1.0,7912,14,Москва,высшее,1
34.0,16180.0,наемный,0.0,2.0,4675,7,Москва,неоконченное,1
43.0,57549.0,ИП,1.0,1.0,11625,7,Москва,высшее,0
30.0,28979.0,наемный,1.0,1.0,10003,7,НСК,среднее,1
34.0,41437.0,наемный,0.0,2.0,16054,14,НСК,среднее,1
55.0,55821.0,ИП,0.0,4.0,26047,21,Москва,среднее_специальное,0
34.0,45919.0,наемный,0.0,3.0,5917,21,Москва,высшее,0
65.0,24808.0,пенсионер,0.0,1.0,5008,30,НСК,высшее,0
31.0,21039.0,наемный,1.0,1.0,8640,14,НСК,среднее_специальное,0
62.0,5329.0,безработный,0.0,4.0,2185,7,ЕКБ,среднее_специальное,1
23.0,40057.0,наемный,0.0,1.0,7403,30,НСК,,1
52.0,40901.0,наемный,1.0,3.0,7112,21,,среднее,0
63.0,45943.0,ИП,0.0,1.0,11341,14,ЕКБ,среднее_специальное,0
31.0,9635.0,пенсионер,0.0,0.0,1205,14,ЕКБ,среднее_специальное,0
64.0,40562.0,наемный,0.0,4.0,15906,14,,высшее,0
25.0,25963.0,наемный,0.0,1.0,9552,30,ЕКБ,среднее,0
32.0,23313.0,наемный,0.0,2.0,10339,14,НСК,высшее,1
44.0,35548.0,наемный,0.0,0.0,9669,14,ЕКБ,среднее_специальное,1
30.0,20115.0,пенсионер,0.0,3.0,7134,30,СПб,среднее,0
66.0,6215.0,безработный,0.0,3.0,2993,30,НСК,среднее_специальное,0
48.0,32962.0,наемный,0.0,1.0,15937,7,Москва,среднее,0
52.0,40138.0,наемный,1.0,0.0,5154,30,НСК,среднее_специальное,0
23.0,7798.0,безработный,0.0,0.0,785,7,НСК,высшее,1
22.0,40706.0,наемный,0.0,1.0,19701,30,Москва,высшее,0
39.0,56195.0,ИП,1.0,4.0,17652,30,СПб,среднее,0
66.0,41676.0,наемный,1.0,1.0,15843,14,НСК,среднее_специальное,1
40.0,68782.0,ИП,1.0,4.0,31986,14,НСК,среднее_специальное,0
42.0,48392.0,наемный,0.0,2.0,13223,21,НСК,среднее_специальное,1
51.0,37882.0,пенсионер,0.0,1.0,10465,14,Москва,среднее_специальное,0
43.0,48381.0,наемный,0.0,1.0,8069,7,НСК,среднее_специальное,0
64.0,42385.0,наемный,1.0,5.0,19595,7,ЕКБ,высшее,0
22.0,20665.0,пенсионер,0.0,1.0,7420,30,ЕКБ,высшее,1
43.0,36122.0,наемный,0.0,4.0,6216,14,Москва,неоконченное,0
37.0,31222.0,наемный,0.0,1.0,10113,21,ЕКБ,среднее,0
23.0,40045.0,наемный,0.0,0.0,9261,14,НСК,высшее,0
23.0,46973.0,наемный,0.0,1.0,7462,30,ЕКБ,неоконченное,0
67.0,5000.0,студент,1.0,5.0,863,14,Москва,среднее,1
35.0,14627.0,безработный,1.0,3.0,4734,7,НСК,среднее_специальное,0
21.0,33226.0,наемный,0.0,2.0,10823,14,Москва,неоконченное,0
34.0,17093.0,безработный,1.0,0.0,7110,30,НСК,среднее,1
,34506.0,наемный,0.0,1.0,6873,30,НСК,,0
31.0,5000.0,студент,0.0,4.0,2331,30,НСК,среднее,1
30.0,33200.0,наемный,0.0,1.0,10207,14,Москва,среднее_специальное,0
24.0,45033.0,наемный,0.0,2.0,8181,30,НСК,высшее,0
61.0,39032.0,наемный,0.0,1.0,10355,14,НСК,среднее,0
32.0,35715.0,наемный,0.0,0.0,16762,7,ЕКБ,среднее,0
36.0,42614.0,наемный,1.0,0.0,12411,14,НСК,среднее_специальное,1
60.0,35854.0,наемный,1.0,1.0,16130,30,Москва,среднее_специальное,0
64.0,26265.0,безработный,0.0,0.0,4305,21,НСК,высшее,0
61.0,30261.0,наемный,0.0,,14089,14,НСК,среднее,0
52.0,8130.0,студент,0.0,,2213,14,ЕКБ,неоконченное,0
34.0,25952.0,наемный,0.0,2.0,12312,14,НСК,высшее,0
52.0,56531.0,ИП,0.0,0.0,25237,30,ЕКБ,среднее,0
36.0,5000.0,студент,0.0,5.0,1819,7,СПб,среднее,0
37.0,67463.0,ИП,0.0,1.0,24903,30,ЕКБ,неоконченное,0
53.0,32665.0,пенсионер,0.0,3.0,6030,7,НСК,высшее,1
52.0,32841.0,пенсионер,0.0,3.0,11203,30,НСК,среднее_специальное,0
49.0,40288.0,наемный,1.0,3.0,12884,21,СПб,среднее_специальное,0
65.0,51201.0,ИП,1.0,3.0,11963,7,СПб,среднее,1
61.0,31996.0,наемный,0.0,1.0,9670,14,НСК,высшее,0
57.0,55301.0,наемный,0.0,3.0,26083,30,ЕКБ,среднее,0
41.0,54356.0,наемный,1.0,1.0,5550,14,,высшее,0
34.0,16225.0,безработный,0.0,1.0,4329,14,СПб,среднее,0
24.0,34843.0,наемный,0.0,2.0,8134,7,ЕКБ,среднее_специальное,0
60.0,53686.0,наемный,0.0,,26010,7,Москва,среднее_специальное,0
67.0,33054.0,наемный,0.0,1.0,16181,21,НСК,среднее_специальное,0
18.0,12288.0,студент,0.0,0.0,4107,21,,среднее_специальное,0
52.0,53519.0,наемный,0.0,,17126,30,НСК,среднее,0
49.0,31636.0,наемный,0.0,1.0,14593,14,Москва,,0
53.0,48292.0,,1.0,6.0,4955,14,НСК,среднее,1
30.0,15205.0,студент,0.0,2.0,4940,21,Москва,высшее,1
23.0,9604.0,студент,0.0,2.0,1055,21,СПб,среднее,1
31.0,50065.0,ИП,0.0,0.0,24394,7,Москва,высшее,0
54.0,17755.0,пенсионер,0.0,4.0,4049,30,НСК,неоконченное,1
65.0,42894.0,наемный,0.0,4.0,13225,21,Москва,высшее,0
32.0,5000.0,студент,0.0,4.0,1335,7,Москва,среднее_специальное,0
64.0,41307.0,наемный,0.0,3.0,18895,30,СПб,среднее,0
21.0,45410.0,наемный,0.0,4.0,22701,30,Москва,неоконченное,0
57.0,49852.0,наемный,1.0,,6348,30,НСК,среднее_специальное,0
33.0,26016.0,наемный,1.0,3.0,10219,30,СПб,среднее_специальное,1
45.0,28162.0,безработный,0.0,4.0,6961,7,,среднее,1
33.0,56953.0,наемный,0.0,1.0,8863,30,ЕКБ,среднее,0
21.0,14101.0,студент,1.0,1.0,3696,21,НСК,высшее,0
62.0,29619.0,наемный,0.0,2.0,14787,21,ЕКБ,среднее,0
43.0,36718.0,наемный,1.0,2.0,8923,30,НСК,среднее,0
45.0,39524.0,наемный,0.0,2.0,8337,14,НСК,среднее_специальное,0
49.0,62704.0,ИП,0.0,1.0,27493,30,СПб,неоконченное,0
62.0,25219.0,пенсионер,0.0,2.0,11277,21,НСК,среднее_специальное,0
19.0,42811.0,наемный,1.0,1.0,10084,14,СПб,высшее,0
48.0,39092.0,наемный,0.0,2.0,8579,21,СПб,высшее,0
20.0,42651.0,наемный,1.0,2.0,15307,21,Москва,неоконченное,0
25.0,55394.0,ИП,1.0,2.0,10085,14,ЕКБ,высшее,0
41.0,6618.0,,0.0,4.0,1942,30,НСК,среднее,1
32.0,34239.0,наемный,0.0,3.0,5359,7,НСК,среднее,0
60.0,44172.0,пенсионер,0.0,1.0,9801,30,НСК,высшее,0
48.0,54639.0,наемный,0.0,4.0,11965,21,НСК,среднее,0
26.0,45552.0,наемный,1.0,0.0,17216,30,Москва,высшее,0
56.0,23253.0,студент,0.0,1.0,4950,14,Москва,высшее,0
62.0,47984.0,наемный,0.0,2.0,22043,30,НСК,среднее_специальное,0
19.0,41812.0,наемный,0.0,2.0,20622,21,НСК,среднее_специальное,0
25.0,24944.0,наемный,1.0,4.0,3303,30,НСК,среднее,1
24.0,37378.0,наемный,0.0,1.0,9683,14,СПб,,0
61.0,21649.0,пенсионер,1.0,1.0,4778,30,Москва,среднее_специальное,0
68.0,48669.0,ИП,1.0,1.0,11719,30,НСК,высшее,1
56.0,5000.0,,1.0,3.0,1030,14,НСК,среднее,1
59.0,44927.0,наемный,0.0,6.0,11369,14,ЕКБ,среднее_специальное,0
33.0,43245.0,наемный,0.0,3.0,6770,14,Москва,высшее,0
52.0,28326.0,наемный,0.0,2.0,6003,14,ЕКБ,среднее_специальное,1
47.0,32541.0,наемный,0.0,3.0,12987,14,Москва,среднее_специальное,0
,21612.0,студент,1.0,2.0,5135,30,СПб,высшее,0
55.0,51223.0,ИП,0.0,1.0,9380,14,НСК,неоконченное,1
35.0,41707.0,наемный,0.0,2.0,5979,21,НСК,высшее,0
67.0,23102.0,пенсионер,0.0,0.0,5526,21,НСК,среднее_специальное,0
22.0,20063.0,безработный,0.0,2.0,7169,14,Москва,высшее,0
46.0,31438.0,наемный,0.0,1.0,6329,14,ЕКБ,среднее_специальное,1
56.0,25900.0,пенсионер,0.0,1.0,6966,30,НСК,среднее_специальное,0
51.0,41687.0,наемный,0.0,1.0,20049,14,ЕКБ,среднее_специальное,1
60.0,42301.0,наемный,0.0,1.0,13576,21,НСК,,0
62.0,40790.0,наемный,0.0,0.0,12758,21,СПб,среднее,0
40.0,43446.0,наемный,0.0,,11468,7,НСК,среднее_специальное,0
22.0,61917.0,наемный,0.0,2.0,19982,7,ЕКБ,высшее,0
47.0,65612.0,наемный,1.0,3.0,32400,7,ЕКБ,среднее_специальное,1
23.0,33607.0,наемный,1.0,3.0,6772,7,НСК,высшее,1
63.0,5000.0,безработный,0.0,3.0,2383,30,Москва,среднее,0
61.0,15954.0,студент,0.0,3.0,2546,14,СПб,среднее,0
21.0,16862.0,безработный,0.0,3.0,2435,7,НСК,высшее,1
46.0,50610.0,наемный,1.0,3.0,18314,14,НСК,высшее,0
40.0,42848.0,наемный,1.0,3.0,8589,21,НСК,,0
23.0,40586.0,наемный,0.0,4.0,11273,7,,среднее_специальное,1
49.0,51289.0,наемный,1.0,0.0,20098,14,Москва,высшее,0
59.0,52687.0,наемный,0.0,0.0,16540,7,ЕКБ,высшее,0
35.0,46134.0,ИП,0.0,1.0,4867,21,Москва,высшее,0
32.0,6833.0,безработный,1.0,1.0,1519,7,СПб,неоконченное,1
57.0,58944.0,ИП,0.0,3.0,7419,21,Москва,среднее_специальное,0
49.0,40984.0,наемный,0.0,2.0,19280,14,НСК,среднее_специальное,1
26.0,37740.0,наемный,1.0,5.0,15770,7,НСК,высшее,1
54.0,64342.0,ИП,0.0,3.0,31755,30,НСК,неоконченное,0
27.0,49961.0,наемный,1.0,,22684,14,СПб,высшее,1
37.0,57227.0,наемный,,0.0,16603,14,,среднее,0
23.0,45789.0,наемный,0.0,2.0,20744,7,НСК,среднее_специальное,0
65.0,31476.0,наемный,0.0,0.0,11613,14,НСК,высшее,0
20.0,38526.0,наемный,0.0,6.0,11936,14,ЕКБ,среднее,1
59.0,24246.0,пенсионер,1.0,5.0,6019,30,Москва,высшее,0
28.0,30146.0,пенсионер,1.0,3.0,11225,21,ЕКБ,неоконченное,1
60.0,43881.0,наемный,0.0,2.0,14746,21,ЕКБ,среднее_специальное,0
34.0,,наемный,0.0,4.0,20914,21,НСК,высшее,0
49.0,10384.0,безработный,1.0,4.0,2699,14,СПб,среднее_специальное,1
21.0,43847.0,наемный,1.0,0.0,17351,14,НСК,высшее,0
21.0,63547.0,наемный,1.0,1.0,8422,7,ЕКБ,неоконченное,0
34.0,34147.0,наемный,0.0,2.0,13333,7,СПб,среднее_специальное,0
58.0,41451.0,наемный,0.0,1.0,16261,14,Москва,неоконченное,0
36.0,5551.0,безработный,1.0,1.0,1700,30,НСК,среднее_специальное,1
22.0,25820.0,пенсионер,1.0,2.0,5301,14,СПб,среднее_специальное,0
49.0,32197.0,наемный,0.0,3.0,9907,14,СПб,высшее,1
39.0,50468.0,наемный,0.0,1.0,7531,30,НСК,среднее_специальное,0
23.0,41473.0,наемный,0.0,2.0,8877,14,Москва,среднее_специальное,0
52.0,30646.0,наемный,1.0,1.0,8229,14,НСК,среднее,0
39.0,18405.0,студент,1.0,4.0,6796,30,Москва,среднее,1
18.0,61796.0,,1.0,,10807,7,,высшее,0
37.0,49528.0,наемный,0.0,2.0,8086,14,НСК,среднее_специальное,0
39.0,5000.0,безработный,0.0,1.0,1715,14,ЕКБ,высшее,0
65.0,28688.0,пенсионер,1.0,0.0,10666,14,ЕКБ,среднее_специальное,0
28.0,32733.0,пенсионер,0.0,1.0,4368,7,ЕКБ,среднее_специальное,1
30.0,35766.0,наемный,0.0,0.0,4051,14,Москва,среднее_специальное,0
59.0,27409.0,наемный,0.0,,4354,14,НСК,среднее,0
20.0,59583.0,ИП,1.0,4.0,27432,30,НСК,высшее,1
26.0,52281.0,наемный,0.0,0.0,19294,30,НСК,среднее_специальное,0
29.0,21259.0,студент,0.0,2.0,9957,14,СПб,среднее,0
40.0,55715.0,ИП,0.0,3.0,20385,14,Москва,высшее,0
31.0,5000.0,студент,0.0,2.0,2430,21,СПб,среднее,1
50.0,35688.0,наемный,0.0,1.0,9834,7,НСК,среднее,0
35.0,20315.0,пенсионер,0.0,2.0,6899,30,НСК,неоконченное,0
66.0,44464.0,наемный,1.0,3.0,15138,14,НСК,среднее,1
58.0,8949.0,студент,0.0,1.0,906,14,ЕКБ,высшее,0
26.0,32467.0,наемный,0.0,,3603,14,СПб,высшее,0
,51042.0,наемный,1.0,4.0,8070,30,Москва,среднее_специальное,0
27.0,16404.0,безработный,0.0,1.0,4994,7,ЕКБ,среднее,1
36.0,44354.0,наемный,0.0,0.0,12073,7,ЕКБ,среднее,0
64.0,22750.0,наемный,0.0,7.0,7186,7,СПб,среднее,0
22.0,5000.0,студент,1.0,2.0,2100,7,Москва,неоконченное,1
64.0,25624.0,наемный,1.0,1.0,10990,14,ЕКБ,среднее,1
69.0,55194.0,ИП,0.0,1.0,27089,30,СПб,среднее,0
40.0,45763.0,наемный,0.0,2.0,14782,14,СПб,среднее,0
47.0,,пенсионер,1.0,3.0,1194,21,,высшее,1
42.0,75928.0,ИП,0.0,4.0,16947,7,СПб,высшее,0
45.0,41705.0,наемный,1.0,3.0,9854,14,ЕКБ,высшее,0
51.0,53602.0,наемный,0.0,2.0,12303,30,НСК,среднее_специальное,0
62.0,31140.0,наемный,0.0,6.0,8008,14,Москва,высшее,0
65.0,45038.0,наемный,0.0,4.0,5852,30,ЕКБ,высшее,0
64.0,40851.0,наемный,0.0,1.0,14435,21,НСК,неоконченное,0
42.0,68176.0,ИП,0.0,3.0,22308,14,,среднее_специальное,0
27.0,37662.0,наемный,0.0,1.0,10725,7,ЕКБ,среднее,0
31.0,44732.0,наемный,0.0,1.0,5924,21,НСК,среднее,0
59.0,71021.0,ИП,0.0,3.0,9750,30,ЕКБ,высшее,0
63.0,33488.0,наемный,0.0,2.0,10650,7,НСК,неоконченное,1
47.0,42422.0,наемный,0.0,1.0,4862,7,НСК,высшее,0
58.0,,наемный,1.0,2.0,8235,21,СПб,высшее,1
42.0,47025.0,наемный,1.0,6.0,23395,21,ЕКБ,среднее_специальное,0
31.0,79546.0,ИП,0.0,1.0,26963,14,НСК,среднее,0
52.0,5000.0,безработный,0.0,3.0,1946,14,,среднее,1
69.0,39086.0,наемный,0.0,1.0,10771,14,Москва,среднее,0
65.0,48804.0,наемный,0.0,2.0,17909,14,НСК,высшее,0
51.0,40314.0,наемный,0.0,0.0,14541,7,НСК,высшее,0
27.0,,наемный,0.0,1.0,17894,21,НСК,среднее,0
52.0,6090.0,студент,1.0,2.0,2341,14,Москва,среднее,1
28.0,35718.0,наемный,0.0,2.0,14273,30,ЕКБ,среднее_специальное,0
,39133.0,наемный,0.0,2.0,12626,30,НСК,высшее,0
38.0,40416.0,наемный,1.0,1.0,11874,7,НСК,неоконченное,0
38.0,,ИП,0.0,2.0,13659,21,СПб,среднее_специальное,0
39.0,59339.0,ИП,0.0,2.0,15238,30,Москва,среднее,0
62.0,75685.0,ИП,0.0,2.0,15622,21,НСК,высшее,1
24.0,20808.0,пенсионер,1.0,0.0,2358,14,СПб,среднее,0
34.0,27627.0,наемный,0.0,3.0,10178,30,ЕКБ,,1
19.0,38485.0,наемный,0.0,2.0,17717,21,НСК,,0
29.0,32853.0,наемный,1.0,2.0,15512,14,Москва,среднее_специальное,1
59.0,46616.0,ИП,0.0,3.0,15486,14,Москва,среднее,1
35.0,61391.0,ИП,1.0,1.0,8450,21,ЕКБ,среднее,0
28.0,32897.0,наемный,0.0,1.0,14851,7,НСК,высшее,0
33.0,53752.0,ИП,1.0,2.0,21452,30,НСК,неоконченное,1
66.0,61534.0,ИП,1.0,3.0,12341,30,НСК,среднее_специальное,1
68.0,,пенсионер,0.0,1.0,4074,14,,среднее,0
35.0,22584.0,наемный,0.0,3.0,6522,21,Москва,высшее,0
52.0,21708.0,безработный,1.0,3.0,9877,14,ЕКБ,высшее,1
43.0,20691.0,наемный,0.0,1.0,4118,7,ЕКБ,среднее,0
33.0,50233.0,ИП,0.0,1.0,21116,30,Москва,среднее,0
23.0,5000.0,студент,1.0,2.0,1923,7,СПб,среднее_специальное,0
61.0,35138.0,наемный,0.0,0.0,3716,7,Москва,среднее,0
60.0,19280.0,безработный,0.0,3.0,6272,30,НСК,высшее,1
64.0,16123.0,безработный,0.0,1.0,6226,7,СПб,среднее,0
64.0,63918.0,наемный,0.0,3.0,10390,21,НСК,высшее,0
65.0,50869.0,наемный,0.0,2.0,15909,30,СПб,высшее,0
59.0,30688.0,наемный,0.0,1.0,6801,14,Москва,среднее,0
29.0,5000.0,студент,1.0,4.0,1892,7,Москва,среднее,1
30.0,52066.0,пенсионер,0.0,2.0,16455,14,НСК,среднее_специальное,1
21.0,50625.0,наемный,0.0,2.0,17647,30,НСК,среднее,0
56.0,45893.0,наемный,1.0,2.0,5920,14,Москва,высшее,0
19.0,40748.0,наемный,0.0,2.0,6320,14,НСК,,0
43.0,42735.0,наемный,0.0,3.0,13710,7,Москва,среднее,0
,25179.0,наемный,1.0,4.0,4342,30,НСК,среднее_специальное,1
44.0,41570.0,наемный,0.0,2.0,12449,14,НСК,среднее,0
32.0,40712.0,наемный,0.0,2.0,15308,14,ЕКБ,неоконченное,0
25.0,30958.0,наемный,0.0,4.0,13123,14,НСК,,1
24.0,19614.0,пенсионер,0.0,2.0,3083,21,ЕКБ,высшее,0
64.0,25151.0,студент,1.0,1.0,9978,14,,среднее,0
63.0,13748.0,безработный,0.0,1.0,3372,30,Москва,неоконченное,0
57.0,,пенсионер,0.0,1.0,16984,7,Москва,среднее_специальное,0
29.0,22593.0,наемный,1.0,2.0,3572,7,ЕКБ,среднее,1
30.0,34778.0,наемный,0.0,0.0,10644,7,НСК,среднее_специальное,0
60.0,24527.0,наемный,0.0,0.0,10669,7,НСК,среднее,0
34.0,5000.0,безработный,0.0,2.0,712,14,СПб,неоконченное,0
34.0,5000.0,студент,0.0,4.0,2155,7,Москва,среднее_специальное,0
53.0,18153.0,безработный,0.0,4.0,5102,14,НСК,высшее,0
38.0,27668.0,пенсионер,0.0,1.0,11878,30,НСК,,0
25.0,53207.0,ИП,0.0,2.0,25717,30,НСК,среднее,0
22.0,17722.0,наемный,0.0,1.0,2903,14,НСК,среднее,1
43.0,54776.0,наемный,0.0,2.0,20257,14,,неоконченное,0
33.0,37142.0,наемный,1.0,2.0,7206,14,НСК,среднее_специальное,1
53.0,28837.0,наемный,0.0,5.0,4447,30,ЕКБ,среднее,0
45.0,62749.0,ИП,,0.0,22039,7,НСК,среднее_специальное,0
46.0,42044.0,наемный,0.0,3.0,6020,14,ЕКБ,среднее,0
64.0,36773.0,наемный,0.0,6.0,10519,7,НСК,высшее,0
29.0,41485.0,наемный,0.0,2.0,14701,21,НСК,среднее_специальное,0
54.0,28449.0,наемный,1.0,2.0,8530,21,НСК,неоконченное,0
47.0,47599.0,наемный,1.0,3.0,18031,14,СПб,среднее_специальное,0
40.0,30031.0,наемный,0.0,0.0,12629,7,Москва,высшее,0
33.0,33944.0,наемный,0.0,1.0,15237,21,НСК,высшее,0
31.0,31488.0,пенсионер,0.0,1.0,10200,7,ЕКБ,высшее,0
27.0,52039.0,,0.0,1.0,10962,14,ЕКБ,среднее_специальное,0
24.0,75857.0,ИП,0.0,3.0,23050,14,Москва,высшее,1
62.0,35557.0,пенсионер,0.0,2.0,9069,14,ЕКБ,среднее,0
69.0,21759.0,пенсионер,0.0,3.0,4142,14,НСК,высшее,0
54.0,9589.0,пенсионер,0.0,1.0,2988,14,Москва,среднее,0
46.0,54050.0,наемный,0.0,1.0,5894,14,ЕКБ,среднее_специальное,0
20.0,53706.0,наемный,1.0,5.0,18379,14,ЕКБ,среднее_специальное,1
32.0,33280.0,наемный,1.0,2.0,14265,14,ЕКБ,высшее,0
53.0,49211.0,наемный,0.0,2.0,24594,30,НСК,среднее_специальное,0
64.0,6678.0,студент,0.0,,3129,7,СПб,высшее,1
63.0,75012.0,ИП,0.0,3.0,10196,14,,среднее_специальное,0
69.0,34851.0,наемный,1.0,5.0,5749,7,ЕКБ,среднее_специальное,1
36.0,59786.0,наемный,1.0,3.0,9294,21,СПб,,1
30.0,47861.0,наемный,1.0,0.0,15475,21,НСК,высшее,0
59.0,77975.0,ИП,,2.0,9230,21,,высшее,0
38.0,10362.0,безработный,0.0,1.0,4919,14,ЕКБ,,0
54.0,29050.0,пенсионер,0.0,3.0,3623,7,НСК,среднее,1
44.0,5000.0,студент,0.0,2.0,1282,14,НСК,высшее,0
69.0,48439.0,наемный,0.0,0.0,22165,7,НСК,высшее,0
46.0,48990.0,наемный,0.0,2.0,23483,14,НСК,среднее_специальное,0
37.0,63970.0,наемный,1.0,,18302,30,ЕКБ,неоконченное,0
42.0,44820.0,наемный,1.0,2.0,13238,14,Москва,среднее_специальное,0
23.0,17240.0,,0.0,0.0,6111,14,,среднее,0
53.0,35291.0,наемный,1.0,1.0,9283,14,СПб,среднее,0
19.0,20413.0,безработный,0.0,1.0,4692,7,Москва,среднее_специальное,0
39.0,36201.0,наемный,1.0,1.0,14327,14,Москва,высшее,0
49.0,41158.0,наемный,1.0,0.0,13917,7,СПб,высшее,1
33.0,41745.0,наемный,0.0,3.0,12217,30,ЕКБ,среднее_специальное,0
35.0,36476.0,наемный,0.0,2.0,5118,21,НСК,высшее,0
22.0,15629.0,безработный,0.0,2.0,1993,30,СПб,среднее,1
,36247.0,наемный,,3.0,11030,30,Москва,высшее,0
47.0,11202.0,безработный,0.0,2.0,3895,21,ЕКБ,среднее,1
62.0,35766.0,пенсионер,1.0,3.0,12983,21,НСК,среднее_специальное,0
36.0,41754.0,наемный,0.0,1.0,19121,14,Москва,высшее,0
40.0,18470.0,безработный,0.0,1.0,7877,14,НСК,среднее_специальное,0
51.0,25426.0,наемный,1.0,2.0,3974,30,,,0
30.0,64234.0,ИП,0.0,3.0,26835,14,НСК,среднее,0
60.0,20304.0,безработный,0.0,0.0,7523,21,СПб,среднее,0
46.0,6016.0,студент,0.0,2.0,2594,21,СПб,среднее_специальное,1
53.0,60850.0,наемный,0.0,1.0,26612,14,НСК,высшее,0
39.0,17107.0,наемный,0.0,,4075,21,ЕКБ,неоконченное,0
69.0,47843.0,наемный,0.0,1.0,9822,14,Москва,среднее,0
69.0,47128.0,наемный,0.0,3.0,15130,21,НСК,неоконченное,0
64.0,65415.0,ИП,1.0,1.0,14354,30,Москва,высшее,0
53.0,11762.0,студент,0.0,1.0,2821,14,СПб,среднее_специальное,0
26.0,45506.0,наемный,1.0,1.0,5809,7,НСК,среднее,0
56.0,48681.0,наемный,0.0,,24172,21,ЕКБ,среднее,0
68.0,32741.0,наемный,0.0,0.0,7324,14,НСК,высшее,0
36.0,42991.0,наемный,0.0,2.0,17713,14,ЕКБ,среднее_специальное,0
55.0,38166.0,наемный,0.0,5.0,18978,7,НСК,среднее,1
23.0,29062.0,,0.0,1.0,14172,21,Москва,неоконченное,1
69.0,22171.0,безработный,0.0,2.0,7838,21,,высшее,1
64.0,34356.0,наемный,1.0,4.0,10838,21,СПб,,1
32.0,25021.0,наемный,0.0,0.0,5597,30,ЕКБ,высшее,0
37.0,9608.0,безработный,0.0,4.0,4271,14,СПб,высшее,0
26.0,32011.0,наемный,0.0,2.0,7528,30,Москва,среднее,0
49.0,70284.0,ИП,1.0,2.0,10028,21,,среднее_специальное,0
21.0,61531.0,ИП,0.0,0.0,13391,21,НСК,неоконченное,0
67.0,73823.0,ИП,1.0,1.0,16686,21,НСК,неоконченное,0
35.0,33334.0,наемный,0.0,3.0,12913,14,СПб,неоконченное,0
22.0,48741.0,наемный,0.0,3.0,8179,14,СПб,неоконченное,1
37.0,53396.0,пенсионер,0.0,2.0,12107,30,ЕКБ,среднее,0
40.0,18560.0,безработный,1.0,0.0,2424,7,НСК,,0
28.0,48616.0,наемный,0.0,4.0,21359,7,НСК,неоконченное,0
54.0,46935.0,наемный,0.0,1.0,18300,7,,среднее,0
39.0,25779.0,наемный,0.0,,7089,21,Москва,высшее,0
21.0,45858.0,наемный,0.0,2.0,12473,30,НСК,высшее,0
46.0,43064.0,наемный,0.0,0.0,7172,7,Москва,среднее_специальное,0
61.0,37402.0,наемный,0.0,2.0,9492,7,СПб,высшее,1
51.0,31159.0,наемный,0.0,3.0,14418,14,НСК,высшее,0
30.0,21939.0,безработный,1.0,0.0,3410,30,СПб,среднее,0
59.0,30275.0,наемный,0.0,3.0,12291,7,ЕКБ,высшее,1
,36336.0,безработный,0.0,2.0,4319,7,НСК,,1
59.0,16141.0,безработный,0.0,2.0,3626,7,СПб,среднее,0
48.0,27766.0,наемный,1.0,1.0,12183,30,ЕКБ,неоконченное,0
24.0,9860.0,безработный,0.0,5.0,2741,7,НСК,высшее,0
21.0,12218.0,безработный,0.0,2.0,4656,30,НСК,среднее,1
36.0,64123.0,наемный,0.0,0.0,9068,14,НСК,высшее,0
59.0,31154.0,наемный,0.0,4.0,11631,14,СПб,высшее,0
47.0,38837.0,наемный,0.0,2.0,16607,14,Москва,,0
48.0,5000.0,студент,0.0,6.0,2110,14,СПб,среднее,0
52.0,64992.0,ИП,0.0,2.0,17908,14,СПб,среднее,0
38.0,34781.0,наемный,1.0,2.0,16056,30,СПб,,0
48.0,48609.0,ИП,1.0,4.0,16040,14,НСК,высшее,0
36.0,38047.0,наемный,0.0,0.0,16251,30,Москва,неоконченное,0
48.0,37006.0,наемный,0.0,2.0,6860,14,Москва,высшее,0
,9077.0,безработный,1.0,1.0,1671,30,НСК,среднее_специальное,1
19.0,34611.0,наемный,1.0,1.0,13904,21,Москва,среднее,0
69.0,36846.0,пенсионер,0.0,1.0,13214,14,СПб,высшее,0
27.0,11802.0,безработный,0.0,4.0,4372,21,НСК,,0
19.0,48658.0,ИП,1.0,3.0,9470,7,ЕКБ,среднее,1
19.0,35378.0,наемный,0.0,1.0,9192,14,Москва,неоконченное,0
,25543.0,пенсионер,1.0,1.0,5194,21,ЕКБ,высшее,1
34.0,5000.0,студент,0.0,3.0,636,21,НСК,высшее,0
49.0,56259.0,наемный,0.0,,10215,21,Москва,высшее,0
33.0,48675.0,наемный,0.0,1.0,24243,14,Москва,среднее,0
33.0,54301.0,наемный,0.0,1.0,10513,7,НСК,среднее,0
63.0,18921.0,безработный,0.0,3.0,3097,14,ЕКБ,высшее,1
56.0,5000.0,безработный,1.0,2.0,1893,21,Москва,среднее_специальное,1
48.0,55353.0,,0.0,2.0,18867,14,СПб,среднее,0
60.0,16364.0,пенсионер,1.0,1.0,6519,21,НСК,среднее_специальное,0
